drg_definition,year,ttl_discharges,yoy_discharges,medicare_payment_ratio,medicare_segment,avg_hospital_charged,yoy_hos_charged,avg_patient_paid,yoy_patient_paid,avg_medicare_covered,yoy_medicare_covered
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,2015,8497,9.54,0.85,High Medicare Dependency,50338.94,7.42,12841.62,1.44,10969.08,0.62
200 - PNEUMOTHORAX W CC,2014,1263,,0.76,Moderate Medicare Dependency,31325.4,,8233.91,,6251.08,
200 - PNEUMOTHORAX W CC,2015,1972,56.14,0.75,Moderate Medicare Dependency,33735.54,7.69,8497.76,3.2,6336.9,1.37
"441 - DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W MCC",2014,12386,,0.84,High Medicare Dependency,63111.54,,16982.27,,14304.82,
"441 - DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W MCC",2015,13696,10.58,0.83,High Medicare Dependency,64698.56,2.51,16941.74,-0.24,14080.21,-1.57
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",2015,33,,0.76,Moderate Medicare Dependency,61753.67,,16014.0,,12146.67,
685 - ADMIT FOR RENAL DIALYSIS,2014,221,,0.83,High Medicare Dependency,23046.13,,7554.15,,6233.62,
685 - ADMIT FOR RENAL DIALYSIS,2015,357,61.54,0.83,High Medicare Dependency,25749.58,11.73,7685.23,1.74,6351.13,1.89
717 - OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W CC/MCC,2014,14,,0.9,High Medicare Dependency,60704.0,,11154.0,,9998.0,
951 - OTHER FACTORS INFLUENCING HEALTH STATUS,2014,73,,0.87,High Medicare Dependency,82981.42,,76637.23,,66884.04,
951 - OTHER FACTORS INFLUENCING HEALTH STATUS,2015,27,-63.01,0.8,Moderate Medicare Dependency,99492.0,19.9,92018.0,20.07,73751.0,10.27
981 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,2014,15653,,0.89,High Medicare Dependency,146685.6,,37021.79,,33068.89,
981 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,2015,15241,-2.63,0.9,High Medicare Dependency,153684.78,4.77,37532.31,1.38,33595.63,1.59
125 - OTHER DISORDERS OF THE EYE W/O MCC,2014,313,,0.71,Moderate Medicare Dependency,25835.94,,7186.27,,5097.2,
125 - OTHER DISORDERS OF THE EYE W/O MCC,2015,203,-35.14,0.72,Moderate Medicare Dependency,25018.85,-3.16,7390.19,2.84,5334.53,4.66
158 - DENTAL & ORAL DISEASES W CC,2014,123,,0.69,Moderate Medicare Dependency,26974.32,,10094.63,,6977.8,
158 - DENTAL & ORAL DISEASES W CC,2015,152,23.58,0.77,Moderate Medicare Dependency,28844.24,6.93,9102.77,-9.83,6988.1,0.15
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,2014,5872,,0.81,High Medicare Dependency,57378.56,,14966.95,,12077.75,
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,2015,6259,6.59,0.81,High Medicare Dependency,57705.63,0.57,14989.11,0.15,12102.8,0.21
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,2014,15119,,0.86,High Medicare Dependency,50685.81,,13763.75,,11882.91,
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,2015,15186,0.44,0.86,High Medicare Dependency,55965.03,10.42,14179.19,3.02,12205.73,2.72
682 - RENAL FAILURE W MCC,2011,101029,,0.91,High Medicare Dependency,40258.7,,11683.25,,10656.17,
682 - RENAL FAILURE W MCC,2012,104492,3.43,0.91,High Medicare Dependency,40886.06,1.56,11748.95,0.56,10714.51,0.55
682 - RENAL FAILURE W MCC,2013,107204,2.6,0.87,High Medicare Dependency,41895.4,2.47,11624.93,-1.06,10163.6,-5.14
682 - RENAL FAILURE W MCC,2014,109178,1.84,0.87,High Medicare Dependency,43063.15,2.79,11386.72,-2.05,9946.48,-2.14
682 - RENAL FAILURE W MCC,2015,116763,6.95,0.87,High Medicare Dependency,44319.11,2.92,11164.51,-1.95,9687.27,-2.61
"757 - INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W MCC",2015,12,,0.91,High Medicare Dependency,63372.0,,10198.0,,9246.0,
"085 - TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC",2014,7008,,0.85,High Medicare Dependency,66422.94,,16715.34,,14277.76,
"085 - TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC",2015,8373,19.48,0.86,High Medicare Dependency,67693.9,1.91,16232.93,-2.89,13907.59,-2.59
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,2011,37250,,0.94,High Medicare Dependency,135584.77,,38262.3,,35824.36,
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,2012,35229,-5.43,0.93,High Medicare Dependency,139050.43,2.56,39022.12,1.99,36350.13,1.47
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,2013,33841,-3.94,0.9,High Medicare Dependency,144549.16,3.95,39275.87,0.65,35529.45,-2.26
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,2014,31619,-6.57,0.9,High Medicare Dependency,149475.16,3.41,37724.01,-3.95,33954.14,-4.43
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,2015,29982,-5.18,0.9,High Medicare Dependency,150743.26,0.85,37046.45,-1.8,33217.7,-2.17
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,2011,65997,,0.86,High Medicare Dependency,92884.27,,27347.6,,23612.21,
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,2012,68494,3.78,0.86,High Medicare Dependency,96397.95,3.78,27707.62,1.32,23911.82,1.27
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,2013,70715,3.24,0.85,High Medicare Dependency,100633.72,4.39,28471.35,2.76,24280.35,1.54
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,2014,74041,4.7,0.85,High Medicare Dependency,104612.26,3.95,28545.05,0.26,24345.04,0.27
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,2015,74833,1.07,0.85,High Medicare Dependency,108436.83,3.66,28571.5,0.09,24195.65,-0.61
814 - RETICULOENDOTHELIAL & IMMUNITY DISORDERS W MCC,2015,12,,0.74,Moderate Medicare Dependency,78625.0,,18021.0,,13316.0,
916 - ALLERGIC REACTIONS W/O MCC,2014,337,,0.75,Moderate Medicare Dependency,17068.53,,5105.91,,3804.63,
916 - ALLERGIC REACTIONS W/O MCC,2015,201,-40.36,0.68,Moderate Medicare Dependency,19093.8,11.87,4916.74,-3.7,3358.31,-11.73
934 - FULL THICKNESS BURN W/O SKIN GRFT OR INHAL INJ,2014,33,,0.77,Moderate Medicare Dependency,95593.33,,16327.33,,12638.67,
934 - FULL THICKNESS BURN W/O SKIN GRFT OR INHAL INJ,2015,44,33.33,0.7,Moderate Medicare Dependency,44603.45,-53.34,19930.34,22.07,14040.32,11.09
089 - CONCUSSION W CC,2014,304,,0.78,Moderate Medicare Dependency,45196.2,,9277.84,,7192.04,
089 - CONCUSSION W CC,2015,266,-12.5,0.75,Moderate Medicare Dependency,37321.62,-17.42,8471.32,-8.69,6388.93,-11.17
216 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W MCC,2014,7449,,0.91,High Medicare Dependency,288746.36,,75748.37,,68789.89,
216 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W MCC,2015,5962,-19.96,0.9,High Medicare Dependency,304058.17,5.3,75472.38,-0.36,68283.07,-0.74
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,2011,50766,,0.89,High Medicare Dependency,65481.84,,18239.7,,16259.98,
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,2012,49343,-2.8,0.89,High Medicare Dependency,69503.46,6.14,18704.83,2.55,16565.14,1.88
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,2013,47797,-3.13,0.85,High Medicare Dependency,72264.01,3.97,18930.66,1.21,16079.33,-2.93
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,2014,46046,-3.66,0.85,High Medicare Dependency,75322.76,4.23,18671.77,-1.37,15780.33,-1.86
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,2015,43381,-5.79,0.84,High Medicare Dependency,78077.09,3.66,18596.63,-0.4,15636.17,-0.91
378 - G.I. HEMORRHAGE W CC,2011,138678,,0.86,High Medicare Dependency,26059.0,,7084.01,,6064.87,
378 - G.I. HEMORRHAGE W CC,2012,138921,0.18,0.85,High Medicare Dependency,27367.81,5.02,7167.32,1.18,6104.37,0.65
378 - G.I. HEMORRHAGE W CC,2013,138190,-0.53,0.82,High Medicare Dependency,28683.24,4.81,7268.2,1.41,5941.27,-2.67
378 - G.I. HEMORRHAGE W CC,2014,138485,0.21,0.82,High Medicare Dependency,29845.06,4.05,7500.73,3.2,6132.46,3.22
378 - G.I. HEMORRHAGE W CC,2015,138036,-0.32,0.81,High Medicare Dependency,31029.14,3.97,7448.71,-0.69,6063.53,-1.12
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,2011,41346,,0.85,High Medicare Dependency,26978.36,,7245.44,,6189.29,
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,2012,40667,-1.64,0.85,High Medicare Dependency,28072.38,4.06,7322.62,1.07,6241.33,0.84
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,2013,39212,-3.58,0.81,High Medicare Dependency,28934.37,3.07,7469.89,2.01,6013.82,-3.65
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,2014,37763,-3.7,0.81,High Medicare Dependency,30269.66,4.61,7682.11,2.84,6198.14,3.06
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,2015,37062,-1.86,0.8,Moderate Medicare Dependency,30904.38,2.1,7523.12,-2.07,6026.13,-2.78
661 - KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W/O CC/MCC,2014,620,,0.8,Moderate Medicare Dependency,46837.64,,12062.28,,9662.13,
661 - KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W/O CC/MCC,2015,539,-13.06,0.78,Moderate Medicare Dependency,54683.57,16.75,13275.72,10.06,10304.94,6.65
"747 - VAGINA, CERVIX & VULVA PROCEDURES W/O CC/MCC",2014,385,,0.75,Moderate Medicare Dependency,35282.29,,7781.76,,5858.6,
"747 - VAGINA, CERVIX & VULVA PROCEDURES W/O CC/MCC",2015,193,-49.87,0.73,Moderate Medicare Dependency,31634.28,-10.34,6996.72,-10.09,5080.61,-13.28
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,2014,761,,0.8,Moderate Medicare Dependency,30749.29,,6938.62,,5574.18,
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,2015,532,-30.09,0.76,Moderate Medicare Dependency,30733.07,-0.05,6685.28,-3.65,5089.59,-8.69
164 - MAJOR CHEST PROCEDURES W CC,2014,12527,,0.84,High Medicare Dependency,77558.16,,20259.21,,16936.38,
164 - MAJOR CHEST PROCEDURES W CC,2015,12282,-1.96,0.84,High Medicare Dependency,80814.85,4.2,20114.92,-0.71,16966.15,0.18
179 - RESPIRATORY INFECTIONS & INFLAMMATIONS W/O CC/MCC,2014,1934,,0.79,Moderate Medicare Dependency,28740.74,,7400.0,,5849.75,
179 - RESPIRATORY INFECTIONS & INFLAMMATIONS W/O CC/MCC,2015,1715,-11.32,0.79,Moderate Medicare Dependency,27442.77,-4.52,7180.14,-2.97,5643.82,-3.52
520 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,2015,17087,,0.75,Moderate Medicare Dependency,41035.71,,8931.73,,6688.77,
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,2014,98,,0.82,High Medicare Dependency,50812.21,,10460.33,,8556.96,
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,2015,26,-73.47,0.82,High Medicare Dependency,73572.92,44.79,15699.69,50.09,12927.31,51.07
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,2014,5683,,0.86,High Medicare Dependency,72027.47,,18249.13,,15681.25,
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,2015,7869,38.47,0.85,High Medicare Dependency,74182.25,2.99,17693.35,-3.05,15061.58,-3.95
005 - LIVER TRANSPLANT W MCC OR INTESTINAL TRANSPLANT,2014,741,,0.77,Moderate Medicare Dependency,480866.48,,124030.59,,95471.91,
005 - LIVER TRANSPLANT W MCC OR INTESTINAL TRANSPLANT,2015,870,17.41,0.79,Moderate Medicare Dependency,484977.92,0.86,124491.86,0.37,98206.93,2.86
181 - RESPIRATORY NEOPLASMS W CC,2014,8837,,0.82,High Medicare Dependency,38675.73,,9501.02,,7818.88,
181 - RESPIRATORY NEOPLASMS W CC,2015,7152,-19.07,0.74,Moderate Medicare Dependency,39834.48,3.0,10372.27,9.17,7688.77,-1.66
255 - UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W MCC,2014,61,,0.9,High Medicare Dependency,58705.74,,16667.31,,14965.49,
255 - UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W MCC,2015,40,-34.43,0.91,High Medicare Dependency,50820.1,-13.43,13952.4,-16.29,12710.7,-15.07
265 - AICD LEAD PROCEDURES,2015,11,,0.72,Moderate Medicare Dependency,73891.0,,23636.0,,16938.0,
293 - HEART FAILURE & SHOCK W/O CC/MCC,2011,89217,,0.82,High Medicare Dependency,17383.22,,4739.83,,3880.35,
293 - HEART FAILURE & SHOCK W/O CC/MCC,2012,75040,-15.89,0.81,High Medicare Dependency,18305.75,5.31,4722.31,-0.37,3847.52,-0.85
293 - HEART FAILURE & SHOCK W/O CC/MCC,2013,66748,-11.05,0.78,Moderate Medicare Dependency,19264.37,5.24,4825.85,2.19,3741.31,-2.76
293 - HEART FAILURE & SHOCK W/O CC/MCC,2014,58718,-12.03,0.79,Moderate Medicare Dependency,19969.2,3.66,5289.39,9.61,4166.14,11.36
293 - HEART FAILURE & SHOCK W/O CC/MCC,2015,53860,-8.27,0.78,Moderate Medicare Dependency,20373.53,2.02,5245.99,-0.82,4081.32,-2.04
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,2011,16744,,0.78,Moderate Medicare Dependency,17278.23,,4656.01,,3646.39,
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,2012,13972,-16.56,0.78,Moderate Medicare Dependency,18320.02,6.03,4757.57,2.18,3691.71,1.24
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,2014,6922,-50.46,0.75,Moderate Medicare Dependency,21041.17,14.85,5569.25,17.06,4197.01,13.69
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,2015,5074,-26.7,0.75,Moderate Medicare Dependency,23261.28,10.55,5599.53,0.54,4200.26,0.08
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,2011,113454,,0.72,Moderate Medicare Dependency,15086.51,,3958.73,,2843.34,
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,2012,107474,-5.27,0.71,Moderate Medicare Dependency,15928.28,5.58,3945.67,-0.33,2784.55,-2.07
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,2013,96270,-10.42,0.67,Moderate Medicare Dependency,16696.46,4.82,3981.94,0.92,2658.69,-4.52
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,2014,75896,-21.16,0.69,Moderate Medicare Dependency,17723.01,6.15,4451.24,11.79,3083.35,15.97
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,2015,71097,-6.32,0.67,Moderate Medicare Dependency,18526.58,4.53,4381.35,-1.57,2942.35,-4.57
349 - ANAL & STOMAL PROCEDURES W/O CC/MCC,2014,36,,0.73,Moderate Medicare Dependency,33726.72,,8672.64,,6341.89,
349 - ANAL & STOMAL PROCEDURES W/O CC/MCC,2015,11,-69.44,0.76,Moderate Medicare Dependency,30019.0,-10.99,7456.0,-14.03,5634.0,-11.16
456 - SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS W MCC,2014,231,,0.89,High Medicare Dependency,349861.76,,94113.69,,83864.64,
456 - SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS W MCC,2015,237,2.6,0.92,High Medicare Dependency,370565.23,5.92,95417.67,1.39,88124.78,5.08
457 - SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS W CC,2014,1890,,0.88,High Medicare Dependency,219522.59,,58779.94,,51901.97,
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,2011,17851,,0.93,High Medicare Dependency,74927.74,,20972.5,,19609.12,
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,2012,17546,-1.71,0.93,High Medicare Dependency,79733.89,6.41,21258.5,1.36,19828.86,1.12
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,2013,18489,5.37,0.91,High Medicare Dependency,80924.29,1.49,21502.3,1.15,19580.82,-1.25
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,2014,19262,4.18,0.91,High Medicare Dependency,84876.6,4.88,21134.95,-1.71,19242.67,-1.73
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,2015,20682,7.37,0.91,High Medicare Dependency,87528.33,3.12,20788.65,-1.64,18858.82,-1.99
551 - MEDICAL BACK PROBLEMS W MCC,2014,5493,,0.84,High Medicare Dependency,48411.48,,12884.72,,10805.38,
551 - MEDICAL BACK PROBLEMS W MCC,2015,5986,8.98,0.83,High Medicare Dependency,51141.35,5.64,12326.93,-4.33,10204.55,-5.56
595 - MAJOR SKIN DISORDERS W MCC,2014,25,,0.78,Moderate Medicare Dependency,68992.88,,27244.12,,21312.0,
606 - MINOR SKIN DISORDERS W MCC,2014,13,,0.58,Moderate Medicare Dependency,108739.0,,21543.0,,12546.0,
606 - MINOR SKIN DISORDERS W MCC,2015,57,338.46,0.85,High Medicare Dependency,45573.26,-58.09,14054.16,-34.76,12015.26,-4.23
836 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC,2015,16,,0.51,Moderate Medicare Dependency,85046.0,,14305.0,,7298.0,
989 - NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,2014,39,,0.84,High Medicare Dependency,28509.67,,8816.33,,7391.33,
989 - NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,2015,13,-66.67,0.81,High Medicare Dependency,30989.0,8.7,6245.0,-29.17,5078.0,-31.3
458 - SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS W/O CC/MCC,2014,306,,0.85,High Medicare Dependency,143718.54,,39881.15,,33816.01,
458 - SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS W/O CC/MCC,2015,299,-2.29,0.84,High Medicare Dependency,142472.74,-0.87,41821.61,4.87,35060.79,3.68
505 - FOOT PROCEDURES W/O CC/MCC,2014,16,,0.86,High Medicare Dependency,53957.0,,7902.0,,6764.0,
505 - FOOT PROCEDURES W/O CC/MCC,2015,26,62.5,0.5,Low Medicare Dependency,52451.69,-2.79,14203.69,79.75,7096.69,4.92
542 - PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W MCC,2014,650,,0.81,High Medicare Dependency,62305.81,,17128.73,,13818.79,
542 - PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W MCC,2015,971,49.38,0.83,High Medicare Dependency,58116.66,-6.72,16379.95,-4.37,13516.79,-2.19
"605 - TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W/O MCC",2014,5632,,0.76,Moderate Medicare Dependency,27814.7,,6615.97,,5038.0,
"605 - TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W/O MCC",2015,6257,11.1,0.75,Moderate Medicare Dependency,29335.05,5.47,6693.6,1.17,5002.3,-0.71
639 - DIABETES W/O CC/MCC,2014,4611,,0.76,Moderate Medicare Dependency,18917.62,,5299.88,,4051.23,
639 - DIABETES W/O CC/MCC,2015,4309,-6.55,0.76,Moderate Medicare Dependency,19735.3,4.32,5343.82,0.83,4046.71,-0.11
063 - ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W/O CC/MCC,2014,52,,0.8,Moderate Medicare Dependency,48163.08,,12356.04,,9943.67,
063 - ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W/O CC/MCC,2015,127,144.23,0.84,High Medicare Dependency,46497.5,-3.46,12058.29,-2.41,10162.87,2.2
259 - CARDIAC PACEMAKER DEVICE REPLACEMENT W/O MCC,2014,61,,0.82,High Medicare Dependency,42580.85,,16461.61,,13518.89,
259 - CARDIAC PACEMAKER DEVICE REPLACEMENT W/O MCC,2015,77,26.23,0.81,High Medicare Dependency,62465.36,46.7,15577.97,-5.37,12619.29,-6.65
304 - HYPERTENSION W MCC,2014,105,,0.77,Moderate Medicare Dependency,28380.87,,9307.3,,7172.97,
304 - HYPERTENSION W MCC,2015,137,30.48,0.79,Moderate Medicare Dependency,32442.04,14.31,7902.04,-15.1,6232.62,-13.11
336 - PERITONEAL ADHESIOLYSIS W CC,2014,4797,,0.81,High Medicare Dependency,71352.44,,18835.35,,15162.82,
336 - PERITONEAL ADHESIOLYSIS W CC,2015,4315,-10.05,0.82,High Medicare Dependency,73635.8,3.2,18343.25,-2.61,14990.92,-1.13
"511 - SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W CC",2014,98,,0.77,Moderate Medicare Dependency,53081.05,,12449.63,,9566.72,
"511 - SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W CC",2015,139,41.84,0.75,Moderate Medicare Dependency,49234.22,-7.25,14056.37,12.91,10575.4,10.54
564 - OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W MCC,2014,32,,0.89,High Medicare Dependency,67399.59,,12717.41,,11381.09,
564 - OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W MCC,2015,48,50.0,0.83,High Medicare Dependency,39292.67,-41.7,12711.23,-0.05,10542.42,-7.37
691 - URINARY STONES W ESW LITHOTRIPSY W CC/MCC,2014,12,,0.75,Moderate Medicare Dependency,45404.0,,10948.0,,8253.0,
691 - URINARY STONES W ESW LITHOTRIPSY W CC/MCC,2015,40,233.33,0.9,High Medicare Dependency,51208.8,12.78,10661.1,-2.62,9624.0,16.61
056 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,2014,3825,,0.85,High Medicare Dependency,52292.82,,14824.56,,12587.44,
056 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,2015,4012,4.89,0.84,High Medicare Dependency,55399.12,5.94,15185.43,2.43,12761.57,1.38
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,2011,34669,,0.89,High Medicare Dependency,83737.1,,22312.44,,19925.63,
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,2012,32174,-7.2,0.89,High Medicare Dependency,87592.74,4.6,22643.01,1.48,20186.06,1.31
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,2013,32222,0.15,0.88,High Medicare Dependency,94353.72,7.72,24089.07,6.39,21175.35,4.9
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,2014,31151,-3.32,0.88,High Medicare Dependency,99240.18,5.18,24622.08,2.21,21763.29,2.78
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,2015,30472,-2.18,0.88,High Medicare Dependency,104320.85,5.12,25109.51,1.98,22119.67,1.64
385 - INFLAMMATORY BOWEL DISEASE W MCC,2014,50,,0.74,Moderate Medicare Dependency,67025.18,,22777.68,,16752.56,
385 - INFLAMMATORY BOWEL DISEASE W MCC,2015,35,-30.0,0.82,High Medicare Dependency,100009.57,49.21,17050.54,-25.14,13998.4,-16.44
621 - O.R. PROCEDURES FOR OBESITY W/O CC/MCC,2014,11508,,0.8,Moderate Medicare Dependency,47539.08,,11838.89,,9443.37,
621 - O.R. PROCEDURES FOR OBESITY W/O CC/MCC,2015,11679,1.49,0.79,Moderate Medicare Dependency,49401.67,3.92,11583.84,-2.15,9116.59,-3.46
694 - URINARY STONES W/O ESW LITHOTRIPSY W/O MCC,2014,6564,,0.72,Moderate Medicare Dependency,25188.61,,5562.23,,3994.81,
694 - URINARY STONES W/O ESW LITHOTRIPSY W/O MCC,2015,6312,-3.84,0.7,Moderate Medicare Dependency,26403.21,4.82,5450.46,-2.01,3827.02,-4.2
829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,2014,60,,0.88,High Medicare Dependency,138144.15,,42884.23,,37848.25,
829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,2015,57,-5.0,0.9,High Medicare Dependency,108046.82,-21.79,37015.05,-13.69,33158.04,-12.39
928 - FULL THICKNESS BURN W SKIN GRAFT OR INHAL INJ W CC/MCC,2014,756,,0.88,High Medicare Dependency,171594.11,,51117.38,,45114.49,
928 - FULL THICKNESS BURN W SKIN GRAFT OR INHAL INJ W CC/MCC,2015,649,-14.15,0.88,High Medicare Dependency,161760.45,-5.73,47675.01,-6.73,41989.45,-6.93
035 - CAROTID ARTERY STENT PROCEDURE W CC,2014,331,,0.89,High Medicare Dependency,62515.81,,15504.35,,13799.14,
035 - CAROTID ARTERY STENT PROCEDURE W CC,2015,232,-29.91,0.89,High Medicare Dependency,82813.38,32.47,15510.97,0.04,13762.76,-0.26
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,2011,95099,,0.87,High Medicare Dependency,31953.16,,8965.92,,7841.41,
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,2012,98498,3.57,0.89,High Medicare Dependency,32979.75,3.21,8870.25,-1.07,7851.93,0.13
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,2013,110034,11.71,0.86,High Medicare Dependency,34177.9,3.63,9037.91,1.89,7729.24,-1.56
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,2014,114155,3.75,0.85,High Medicare Dependency,35677.25,4.39,9190.39,1.69,7800.78,0.93
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,2015,131226,14.95,0.85,High Medicare Dependency,36702.41,2.87,9065.83,-1.36,7695.04,-1.36
219 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,2014,18853,,0.92,High Medicare Dependency,235076.19,,61188.59,,56007.79,
219 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,2015,14636,-22.37,0.9,High Medicare Dependency,246247.98,4.75,61860.39,1.1,55635.43,-0.66
571 - SKIN DEBRIDEMENT W CC,2014,227,,0.79,Moderate Medicare Dependency,34463.08,,11153.85,,8761.29,
571 - SKIN DEBRIDEMENT W CC,2015,313,37.89,0.84,High Medicare Dependency,44739.43,29.82,9959.56,-10.71,8333.29,-4.89
573 - SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W MCC,2014,379,,0.84,High Medicare Dependency,103464.07,,27954.2,,23505.28,
573 - SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W MCC,2015,372,-1.85,0.86,High Medicare Dependency,102580.5,-0.85,26071.59,-6.73,22426.47,-4.59
